"cand_id","cdial_id","headword","donor_family","direction","turner_hedged","turner_rv_tag_in_entry","rv_simplex_lemma","rv_simplex_tokens","rv_derivative_lemmas","rv_compound_lemmas","rv_books_simplex","rv_strata_simplex","bracket","source_id","retrieval_date"
"DE-CAND-144","4843","cī́ra","dravidian","into-Indo-Aryan","no","no","","0","","","","","→ Orm. čīr 'torn' IIFL i 392. — With cīvara- and cēla- ← Drav. EWA I 392 with lit. — Cf. also the rhyming *līra- one of a group of 'defective' words","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-145","4860","*cutta-,","dravidian","into-Indo-Aryan","no","no","","0","","","","","cū̆ta- m., °ti- f. 'anus', cyuti- f. 'vulva' lex. Cf. Pers. cul 'penis' (if ← EIr., may be &lt; *cuta-), but more prob. with EWA i 395 ← Drav. cf. Tam. cūttu, cūṟu 'anus' DED 2249","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-146","4877","*culla","munda","into-Indo-Aryan","no","no","","0","","","","","Cf. cūḍa-³ 'small' BHS ii 232 (Pa. cūḷa-), cúṇḍati, cúṇṭati, cuṭṭáyati 'becomes small' Dhātup. Poss. collides with MIA. chulla- &lt; kṣulla- (e.g. in Si.), but derivation of cūḍa-³ &lt; kṣudrá- (EWA i 394) phonet. impossible. PMWS 152 ← Mu. (see *chōṭṭa-), but H. Smith JA 1950, 196 derives from onom","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-147","4879","cullī","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. EWA i 396 with lit.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-148","4883","cū́ḍa","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. EWA i 396 with lit. -cūlā- f. 'ceremony of tonsure' (which leaves the topknot, cf. the full name cūḍākaraṇa- n.) is the same word: derivation from kṣurita- (Tedesco JAOS 74, 133, EWA i 397) is phonet. impossible. — But it may belong eventually to the group of words for 'hair' (PMWS 63 ← Mu.)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-149","4883","cū́ḍa","munda","into-Indo-Aryan","no","no","","0","","","","","← Drav. EWA i 396 with lit. -cūlā- f. 'ceremony of tonsure' (which leaves the topknot, cf. the full name cūḍākaraṇa- n.) is the same word: derivation from kṣurita- (Tedesco JAOS 74, 133, EWA i 397) is phonet. impossible. — But it may belong eventually to the group of words for 'hair' (PMWS 63 ← Mu.)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-150","4902","cēṭa","munda","into-Indo-Aryan","no","no","","0","","","","","PMWS 99, 152 with *cēlla- (which LM 331 separates) ← Mu. Prob. conn. with 'defective' word *cēṭṭa- (cf. bhāryācēla- 'bad wife' Pat.)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-151","4904","*cēṭṭa","munda","into-Indo-Aryan","no","no","","0","","","","","Perh. like cēṭa- ← Mu., cf. Sant. ceṇḍa 'young', ceṭra 'dwarfish' PMWS 99","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-152","4911","*cēlla","dravidian","into-Indo-Aryan","no","no","","0","","","","","LM 331 ← Drav. and separate from cēṭa-: nevertheless ultimately conn. with this and *cēṭṭa-. — Cf. cēluka- m. 'Buddhist novice' lex.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-153","4922","*cōṭṭa","dravidian","into-Indo-Aryan","no","no","","0","","","","","PMWS 135 with cōrá-¹ ← Drav. Tam. coṭṭu-, cuṟṟu- 'to steal'","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-154","5026","*chāpa","munda","into-Indo-Aryan","yes","no","","0","","","","","chā- m. 'young animal' lex. - Relationship with śāva- not clear though PMWS 67 makes both ← Mu.: very doubtful","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-155","5033","chikkāra","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. chikkara-: ← Drav. Burrow BSOAS xii 379","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-156","5073","*chōll","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. T. Burrow BSOAS xii 141, but cf. also challi- and *chilla-²","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-157","5086","jáṭā","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. śaṭā- f. 'ascetic's matted hair' W., saṭā- f. 'braid of hair, lion's mane' MBh. — DED 1897 and EWA i 413 ← Drav., but eventually with PMWS 63 ← Mu. with *jatta- (*jatra-, *jacca-), *jakka- (*jagga-), jūṭa- (*juṇṭa-), *jhaṇṭa- (*jhāṭṭha-, *jhiṇṭa-), *jhuṇṭa- (*jhōṇṭa-, *jhuṭṭa-, *jhūṭa-, *jhōṭṭa-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-158","5086","jáṭā","munda","into-Indo-Aryan","no","no","","0","","","","","Cf. śaṭā- f. 'ascetic's matted hair' W., saṭā- f. 'braid of hair, lion's mane' MBh. — DED 1897 and EWA i 413 ← Drav., but eventually with PMWS 63 ← Mu. with *jatta- (*jatra-, *jacca-), *jakka- (*jagga-), jūṭa- (*juṇṭa-), *jhaṇṭa- (*jhāṭṭha-, *jhiṇṭa-), *jhuṇṭa- (*jhōṇṭa-, *jhuṭṭa-, *jhūṭa-, *jhōṭṭa-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-159","5091","*jaḍati","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. LM 333","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-160","5254","*juṅgha","dravidian","into-Indo-Aryan","yes","no","","0","","","","","Cf. *phuṅgha-. — ← Drav. cf. Kan. juṅgu 'pubic hair'?","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-161","5267","jḗmati","munda","into-Indo-Aryan","no","no","","0","","","","","With jámati (and chámati, jhámati Dhātup.) ← Mu. S. K. Chatterji ZII ix 36 and ND 216b, though doubted by Kuiper EWA i 444","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-162","5329","*jhaḍī","dravidian","into-Indo-Aryan","no","no","","0","","","","","LM 337 ← Drav. (Kan. jaḍi, jiḍi 'fine continuous rain': note also meaning 'rainstorm' under *jhaṭṭ-, *jhakk-¹, *jhapp-¹","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-163","5362","jhāṭa","munda","into-Indo-Aryan","no","no","","0","","","","","PMWS 63 ← Mu.: cf. *jhalla-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-164","5400","jhuṇṭa","munda","into-Indo-Aryan","no","no","","0","","","","","PMWS 63 ← Mu.: cf. jhāṭa-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-165","5468","*ṭuṇṭa","munda","into-Indo-Aryan","no","no","","0","","","","","Cf. ṭuṇṭuka-, ṭōṭa- 'small' ← Mu. PMWS 150. — Other variants: *ṭaṭṭa- (*taṭṭa-², *ṭugga- (*ṭuṅga-², *ṭōṅga-²), *ṭulla-, *ṭhugga- (*ṭhuṅga-), *ṭhuṭṭha- (*ṭhuṇṭha-, *ṭhōṭṭha-, *ṭhōṇṭha-), *ṭhōbba- (*ṭhōmba-), *ṭhōssa-, *ḍōkka-², *ḍuṇṭa- (*ḍuḍḍa-², *ḍuṇḍa-², *ḍōṭṭa-, *ḍōṇṭa-²), *ḍussa-, *ḍhōṭṭa-, *duḍḍ","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-166","5481","*ṭōppa","munda","into-Indo-Aryan","yes","no","","0","","","","","Late Sk. ṭuppikā- f. 'a partic. article of clothing', ṭōpikā- f. 'turban' W.Wüst RM 3, 75 ff.: connexion with āṭōpa- (whether with PMWS 18 ← Mu. or with Wüst non-Aryan change of *āśōpha-) is very doubtful. — Same as *ṭōppa-²?","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-167","5528","*ḍabba","dravidian","into-Indo-Aryan","no","no","","0","","","","","Not conn. with darvi-, but of non-Aryan origin (A. Master BSOAS xii 348 ← Drav.)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-168","5531","ḍamaru","munda","into-Indo-Aryan","no","no","","0","","","","","Onom. and perh. ← Mu. EWA i 460, PMWS 86","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-169","5532","ḍambara","munda","into-Indo-Aryan","no","no","","0","","","","","Cf. ḍamara- m. (VarBr̥S.), n. (lex.) 'riot', Pk. ḍamara- m.n. 'quarrel': onom. and poss. ← Mu. EWA i 460, PMWS 22. — See *ṭhamm-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-170","5539","*ḍavva","dravidian","into-Indo-Aryan","no","no","","0","","","","","Non-Aryan: A. Master BSOAS xii 348 ← Drav.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-171","5546","ḍāla","munda","into-Indo-Aryan","no","no","","0","","","","","Poss. same as *dāla-¹ and dāra-¹: √dal, √dr̥̄. But variation of form supports PMWS 64 ← Mu.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-172","5548","ḍiṇḍima","munda","into-Indo-Aryan","no","no","","0","","","","","Several variants in MIA. and NIA. — Purely onom. or, with PMWS 85, ← Mu. See EWA i 462","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-173","5553","ḍimbha","munda","into-Indo-Aryan","no","no","","0","","","","","Separate from ḍimba-¹ and, with Pk. siliṁba- m. 'child', ← Mu. PMWS 67. Perh. belongs to group of *ḍibba-² 'lump', semant. cf. *dikka-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-174","5723","tardū́","dravidian","into-Indo-Aryan","no","no","","0","","","","","Prob. ← Drav. T. Burrow BSOAS xii 380, DED 2809","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-175","5742","talla","munda","into-Indo-Aryan","no","no","","0","","","","","A village word Vām. 2, 1, 7. Poss. as 'level surface' conn. with tala- and *talla-², but more prob. with taḍāga- &amp;c. and poss. with PMWS 139 ← Mu.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-176","5747","tāṭaṅka","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. tāḍīdala- n. 'ear-ornament' Kālid., tāḍapattra- (= tāḍaṅka-) lex., tālapattra- n. 'palm-leaf, ear-ornament' ('gold cylinder' ac. Apte) Kād.; tālāṅka- 'palm leaf' W.; tāḍī-, tālī- f. 'ornament' lex. (← Drav. Tam. tāli 'neck ornament', etc. DED 2594, EWA i 499), tālaka- n. 'ornament' (""shaped like","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-177","5827","tilá","dravidian","into-Indo-Aryan","yes","no","","0","","","","","Prob. ← Mu. Kuiper Festschr. W. Kirfel 157; Drav. source (T. Burrow BSOAS xii 142, 380) less likely","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-178","5827","tilá","munda","into-Indo-Aryan","yes","no","","0","","","","","Prob. ← Mu. Kuiper Festschr. W. Kirfel 157; Drav. source (T. Burrow BSOAS xii 142, 380) less likely","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-179","5853","tuṇḍa","munda","into-Indo-Aryan","no","no","","0","","","","","Cf. trōṭi- f. 'beak, fish's mouth' lex., and further śuṇḍā-, cañcu-, *cōṇṭa-. Cert. non-Aryan and prob. ← Mu. EWA i 510. Poss. same as tundi- 'navel' and tundá-¹ 'belly' with which it shares several variant forms. Some of these may be due to differences of dialect in the source language, some to pho","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-180","5855","tutthá","dravidian","into-Indo-Aryan","no","no","","0","","","","","Prob. ← Drav. T. Burrow BSOAS xii 381; cf. dhūrta-² n. 'iron filings' lex.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-181","5860","tundi-,","dravidian","into-Indo-Aryan","no","no","","0","","","","","Poss. of same origin as tundá-¹ 'belly' (cf. esp. tundakūpikā- f. 'navel' lex: PMWS 155 ← Mu., Burrow BSOAS xii 142, 381 ← Drav.) and tuṇḍa- 'beak, snout' with which it shares several variant forms","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-182","5860","tundi-,","munda","into-Indo-Aryan","no","no","","0","","","","","Poss. of same origin as tundá-¹ 'belly' (cf. esp. tundakūpikā- f. 'navel' lex: PMWS 155 ← Mu., Burrow BSOAS xii 142, 381 ← Drav.) and tuṇḍa- 'beak, snout' with which it shares several variant forms","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-183","5904","tū́la","dravidian","into-Indo-Aryan","no","no","","0","","","","","Poss. ← Drav. Tam. tūral 'painter's brush, shoot' DED 2790. — Cf. turī-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-184","5972","*tōba","dravidian","out-of-Indo-Aryan","no","no","","0","","","","","Cf. ṭōpara- 'small bag' Dhūrtas. (but see *ṭōppa-²) and Ir. *tūbraka- in Pers. Psht. tōbra, tūbra 'nose-bag' (→ P. H. tobrā → Bi. tobṛā, G. tobrɔ, M. tobrā), EBal. thīraγ (→ Brah. tūra), Bakhtiyari turba, Kurd. tūrik","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-185","5974","tṓya","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. DED 2933","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-186","6024","*triḍḍa","munda","into-Indo-Aryan","no","no","","0","","","","","L. &lt; tri°, S. and poss. all others, incl. P. and G., &lt; ti°: perh. ← Mu. PMWS 135","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-187","6173","*dabb","dravidian","into-Indo-Aryan","no","no","","0","","","","","A. Master BSOAS xii 348 ← Drav. — Cf. *drapp-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-188","6191","darád","dravidian","into-Indo-Aryan","yes","no","","0","","","","","√dr̥̄?","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-189","6215","dala","dravidian","into-Indo-Aryan","no","no","","0","","","","","T. Burrow BSOAS xii 381 ← Drav., but perh. same as dala-² or dala-¹","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-190","6307","*dārśa","dravidian","out-of-Indo-Aryan","no","no","","0","","","","","Cf. Wkh. δürs, Mj. lurs, Par. dȫš, Orm. dā̃š 'goat's hair' &lt; *darsa- NTS v 43: →Brah. drassam 'goat's hair' Bray Brah 99","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-191","6411","dundhubha","munda","into-Indo-Aryan","no","no","","0","","","","","These and other variants — duṇḍubhi-, ḍuḍubha-, ḍuḍuma- — discussed PMWS 68 and with further NIA. variants cert. ← various Mu. sources","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-192","6620","*dramaṇa","dravidian","out-of-Indo-Aryan","no","no","","0","","","","","*dramṇa- (→ Brah. dranna 'Artemisia') ← Ir., cf. Pahl. dramnak, °naγ 'wormwood' &lt; *dramanaka- H. W. Bailey BSOS vii 764","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-193","6729","*dhapp","munda","into-Indo-Aryan","yes","no","","0","","","","","Cf. *thapp-: PMWS 60 ← Mu.?","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-194","6933","náṭa","dravidian","into-Indo-Aryan","no","yes","","0","","","","","Prob. MIA., cf. nr̥tú- 'dancing' RV., and to be separated from naṭati¹ (despite Kuiper IL 16, 105) which is ← Drav. — See √nr̥t","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-195","6934","*naṭati","dravidian","into-Indo-Aryan","no","no","","0","","","","","~ *laṭati, *lāṭayati: cf. unnaṭati 'jumps up' Kāś. on Pāṇ. ~ *ullaṭati. Prob. ← Drav. Kuiper IL 16, 104. — √*naṭ","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-196","7038","nā́kra","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. and poss. conn. with makara- J. Bloch BSOS v 739","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-197","7075","nārikēla","dravidian","into-Indo-Aryan","no","no","","0","","","","","With J. Bloch BSOS v 74 ← Drav. cmpd. cf. Tam. nāri 'fibre', kēḷi 'coconut palm': EWA ii 155","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-198","7552","nīrá","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. EWA ii 172 with lit., though H. W. Bailey IL xvi 117 believes it IE. and connects with words under √*nī²","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-199","7620","pakkaṇa","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. T. Burrow BSOAS xii 382","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-200","7647","paṅgú","dravidian","into-Indo-Aryan","no","no","","0","","","","","Variant forms suggest non-Aryan origin (PMWS 87 with further reference to vaṅkú- ← Mu., T. Burrow BSOAS xii 382 ← Drav.). Cf. phakka- m. 'cripple' lex., Pa. pakkha- 'crippled'. But this perh. belongs to a group of more generally 'defective' words, cf. *paggala-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-201","7647","paṅgú","munda","into-Indo-Aryan","no","no","","0","","","","","Variant forms suggest non-Aryan origin (PMWS 87 with further reference to vaṅkú- ← Mu., T. Burrow BSOAS xii 382 ← Drav.). Cf. phakka- m. 'cripple' lex., Pa. pakkha- 'crippled'. But this perh. belongs to a group of more generally 'defective' words, cf. *paggala-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-202","7688","pañji","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. T. Burrow BSOAS xii 382 and DED 3173. Cf. piñjā- and *pañja- (s.v. puñja-) with which it collides in NIA.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-203","7692","paṭa","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. paṭṭa-², paṭṭa-³, *palla-³, pallava-². — Prob. with karpaṭa- and karpāsa- ← Austro-as. J. Przyluski BSL xxv 70; less likely with A. Master BSOAS xi 302 ← Drav.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-204","7696","paṭaha","dravidian","into-Indo-Aryan","yes","no","","0","","","","","← Mu. (PMWS 88)? or Drav. (T. Burrow BSOAS xii 382)? — Thieme KZ 67, 183 metath. fr. *pahaṭa- &lt; prahr̥ta- 'struck': very doubtful","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-205","7696","paṭaha","munda","into-Indo-Aryan","yes","no","","0","","","","","← Mu. (PMWS 88)? or Drav. (T. Burrow BSOAS xii 382)? — Thieme KZ 67, 183 metath. fr. *pahaṭa- &lt; prahr̥ta- 'struck': very doubtful","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-206","7698","paṭōlá","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. T. Burrow BSOAS xii 383: NIA. has a number of variant forms","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-207","7705","paṭṭana","dravidian","into-Indo-Aryan","no","no","","0","","","","","Prob. ← Drav. T. Burrow BSOAS xii 383 and EWA ii 192 with ṭṭ replaced by IA. tt. But its specific meaning as 'ferry' in S. L. P. B. H. does lend support to its derivation by R. A. Hall in Language 12, 133 from *partana- (√pr̥ ~ Lat. portus, &amp;c.). Poss. MIA. pattana-, paṭṭana- '*ferry' has collid","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-208","7716","paṇava","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. T. Burrow TPS 1946, 10","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-209","7718","paṇḍitá","dravidian","into-Indo-Aryan","yes","no","","0","","","","","No certain etymology. EWA ii 197 poss. &lt; *prajñita- (cf. paṇḍā- f. 'wisdom' ~ prajñā́-) &gt; MIA. *paṇṇita- &gt; paṇḍita- as hypersanskritism, reversing Pk. ṇṇ ~ Sk. ṇḍ. H. W. Bailey BSOAS xxiv 479 connects rather with Khot. pandara 'foolish' (see paṇḍá-). DED 3299 ← Drav. with (?)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-210","7780","padrá","dravidian","into-Indo-Aryan","yes","no","","0","","","","","← Drav. cf. Kur. padda 'village'? — Whether or not connected with pallī¹ (also ← Drav.), scarcely, with EWA ii 236, hyper-sanskritism for this, since NIA. forms attest early padra-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-211","7781","panasá","dravidian","into-Indo-Aryan","no","no","","0","","","","","Prob. ← Drav. EWA ii 209 with lit.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-212","7972","pallī-¹,","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. Tam. paḷḷi T. Burrow TPS 1946, 10: see padra-","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-213","8031","pāṭaka","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. T. Burrow BSOAS xii 383, but perh. same as pāṭa- EWA ii 245","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-214","8042","*pāḍḍa","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. *kaḍḍa- and *paṣṭha-. — Prob. ← Drav. DED 3208","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-215","8051","pāṇḍú","munda","into-Indo-Aryan","no","no","","0","","","","","These variants, together with puṇḍra-¹ and puṇḍárīka- point to non-Aryan origin: prob. with PMWS 91 ← Mu.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-216","8150","*piccikā","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. piccaṭa- m. 'ophthalmia', piñjaṭa- m. 'excretion from the eyes' lex. which are ← Drav. T. Burrow BSOAS xii 384","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-217","8151","piccha","dravidian","into-Indo-Aryan","yes","no","","0","","","","","piñjā- f. 'switch' lex., piñjalī- f. 'bunch of grass' Gobh., °la- n. lex., piñjulá- n. PārGr̥., piñjūlī- f. Kauś., (with darbhá-) °lá- n. MaitrS., piñjīlá- n., puñjīla- n. TS. — If *piñja- 'bunch' (~ puñja- 'heap'?) is the earlier word, then piccha-, (Pa.) piñcha- '*bunch of tail-feathers' are poss.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-218","8154","picchā","dravidian","into-Indo-Aryan","no","no","","0","","","","","Cf. *piccikā-, piccaṭa-. — Non-Aryan EWA ii 271; prob. ← Drav. T. Burrow TPS 1945, 110, poss. ← Mu. Kuiper Myth 9","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-219","8154","picchā","munda","into-Indo-Aryan","no","no","","0","","","","","Cf. *piccikā-, piccaṭa-. — Non-Aryan EWA ii 271; prob. ← Drav. T. Burrow TPS 1945, 110, poss. ← Mu. Kuiper Myth 9","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-220","8168","píṇḍa","dravidian","into-Indo-Aryan","no","yes","píṇḍa-","1","","hiraṇyapiṇḍá-","1:1","P:1","For 'lump' see also piḍaka-, *pēṇḍa-, *pēṇḍha-, *pēḍa-, *pēḍha-, *pēnda-, *pēntha, *puṇḍa-, *pōdda-, *pōnda-. This variety of phonetic form suggests non-Aryan (← Mu. PMWS 142, 162; ← Drav. T. Burrow TPS 1946, 23) rather than IE. origin EWA ii 275. P. Thieme's derivation &lt; *piṁṣṭa- (ZDMG 93, 133) ","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-221","8168","píṇḍa","munda","into-Indo-Aryan","no","yes","píṇḍa-","1","","hiraṇyapiṇḍá-","1:1","P:1","For 'lump' see also piḍaka-, *pēṇḍa-, *pēṇḍha-, *pēḍa-, *pēḍha-, *pēnda-, *pēntha, *puṇḍa-, *pōdda-, *pōnda-. This variety of phonetic form suggests non-Aryan (← Mu. PMWS 142, 162; ← Drav. T. Burrow TPS 1946, 23) rather than IE. origin EWA ii 275. P. Thieme's derivation &lt; *piṁṣṭa- (ZDMG 93, 133) ","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-222","8181","pittá","dravidian","into-Indo-Aryan","no","no","","0","","","","","~ pīta-²: cf. pittala- 1 and 2 ~ pītala-¹ the NIA. forms of which show some inconsistencies. Prob. with PMWS 92 ← Mu. rather than with T. Burrow BSOAS xi 345, xii 385 ← Drav. See EWA ii 292","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-223","8181","pittá","munda","into-Indo-Aryan","no","no","","0","","","","","~ pīta-²: cf. pittala- 1 and 2 ~ pītala-¹ the NIA. forms of which show some inconsistencies. Prob. with PMWS 92 ← Mu. rather than with T. Burrow BSOAS xi 345, xii 385 ← Drav. See EWA ii 292","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-224","8214","*pilla","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. Tam. piḷḷai DED 3449, LM 368","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-225","8240","pīlu","dravidian","into-Indo-Aryan","no","no","","0","","","","","← Drav. EWA ii 296 with lit.","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-226","8253","puṭa","dravidian","into-Indo-Aryan","yes","no","","0","","","","","For poss. IE. origin see EWA ii 300. But with *pōṭṭa-¹ prob. non-Aryan (and poss. conn. with 'hollow' words having initial pō- s.v. *pōka-): ← Drav. T. Burrow TPS 1945, 111 or ← Mu. PMWS 148?","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-227","8253","puṭa","munda","into-Indo-Aryan","yes","no","","0","","","","","For poss. IE. origin see EWA ii 300. But with *pōṭṭa-¹ prob. non-Aryan (and poss. conn. with 'hollow' words having initial pō- s.v. *pōka-): ← Drav. T. Burrow TPS 1945, 111 or ← Mu. PMWS 148?","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-228","8256","*puṭṭa","dravidian","into-Indo-Aryan","no","no","","0","","","","","With T. Burrow BSOAS xii 385 ← Drav. (Kan. Tu. puṭṭa 'small, dwarfish' etc. DED 3498)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
"DE-CAND-229","8264","*putta","dravidian","into-Indo-Aryan","no","no","","0","","","","","Like (pipīlika-)puṭa- n. 'anthill' MBh., ← Drav. T. Burrow TPS 1945, 111, EWA ii 304 (Tam. puṛṛu, Kan. puttu, Tel. puṭṭa, Prj. putkal 'white ant hill': DED 3556)","SRC-060; SRC-054; SRC-022; SRC-023","2026-09-07"
